Date,Open,High,Low,Close,Volume,EMA-12,EMA-26,MACD,Signal
2021-12-02,312.0868,324.7247,310.1972,321.2053,47289000,315.9229,297.6250,18.2979,20.3012
2021-12-03,319.9455,321.2353,301.2487,306.8777,54432500,314.5313,298.3103,16.2210,19.4852
2021-12-06,298.7491,302.3585,280.3322,300.3188,65893800,312.3448,298.4591,13.8856,18.3653
2021-12-07,309.5173,324.4347,306.4578,324.2148,59305300,314.1709,300.3669,13.8040,17.4530
2021-12-08,319.9355,322.8450,314.1565,318.2058,47555100,314.7917,301.6883,13.1033,16.5831
2021-12-9,317.2859,321.9951,304.2282,304.8481,48850700,313.2619,301.9224,11.3395,15.5343
2021-12-10,311.4469,312.9966,298.5591,301.9286,48882500,311.5183,301.9229,9.5954,14.3466
2021-12-13,302.4385,302.8884,281.1121,281.5620,59834400,306.9096,300.4146,6.4950,12.7763
2021-12-14,276.9428,286.7311,272.4536,283.3217,66703500,303.2807,299.1485,4.1322,11.0474
2021-12-15,283.9516,304.9481,278.3326,304.5381,69829700,303.4742,299.5477,3.9264,9.6232
2021-12-16,311.4669,311.5469,280.8821,283.8216,70736600,300.4507,298.3828,2.0679,8.1122
2021-12-17,279.8023,289.1707,277.5527,277.9626,71375800,296.9910,296.8702,0.1208,6.5139
2021-12-20,273.0035,281.3921,271.4038,277.1428,46184700,293.9374,295.4089,-1.4715,4.9168
2021-12-21,283.6917,291.1504,273.9633,290.7005,52438500,293.4394,295.0602,-1.6207,3.6093
2021-12-22,288.8608,295.4996,284.4415,293.9499,39518400,293.5180,294.9779,-1.4599,2.5955
2021-12-23,297.4993,300.5388,294.2598,296.3495,34302200,293.9536,295.0795,-1.1259,1.8512
2021-12-27,296.5495,310.8170,296.3495,309.3973,40368600,296.3295,296.1401,0.1895,1.5188
2021-12-28,313.0666,313.2466,300.0689,303.1683,42059100,297.3817,296.6607,0.7210,1.3593
2021-12-29,302.6784,305.4280,293.6100,299.9589,34313900,297.7782,296.9050,0.8731,1.2620
2021-12-30,298.2192,304.5181,295.3497,295.8096,30886400,297.4753,296.8239,0.6514,1.1399
2021-12-31,296.6894,300.2488,293.2600,294.0599,26653000,296.9499,296.6191,0.3307,0.9781
2022-01-03,298.0992,307.0577,297.7993,301.1587,39154700,297.5974,296.9554,0.6420,0.9109
2022-01-04,302.7184,304.6281,283.4417,292.8501,52715400,296.8670,296.6513,0.2157,0.7718
2022-01-05,289.4407,294.1099,275.2831,275.9930,49806400,293.6556,295.1211,-1.4654,0.3244
2022-01-06,276.3529,284.3316,270.6039,281.7320,45418600,291.8212,294.1293,-2.3080,-0.2021
2022-01-07,281.3621,284.1716,270.5239,272.4236,40993900,288.8370,292.5214,-3.6845,-0.8986
2022-01-10,265.7647,274.6432,256.3963,273.9533,59468100,286.5472,291.1460,-4.5988,-1.6386
2022-01-11,273.1835,280.6022,268.3443,278.1226,40408900,285.2511,290.1813,-4.9302,-2.2970
2022-01-12,280.6222,285.9013,276.0330,279.9423,38341300,284.4344,289.4229,-4.9885,-2.8353
2022-01-13,283.7417,284.7515,264.9349,265.7047,54017100,281.5529,287.6660,-6.1131,-3.4908
2022-01-14,262.9552,271.9237,262.0554,269.3741,39583200,279.6792,286.3110,-6.6318,-4.1190
2022-01-18,262.5553,266.3346,257.6561,258.9859,42427000,276.4956,284.2869,-7.7913,-4.8535
2022-01-19,260.7456,265.3848,250.4773,250.6273,48831500,272.5159,281.7936,-9.2778,-5.7383
2022-01-20,252.9969,255.7464,240.7390,241.4589,43518100,267.7379,278.8059,-11.0680,-6.8043
2022-01-21,235.0300,248.1877,232.5904,233.7002,71895800,262.5013,275.4647,-12.9634,-8.0361
2022-01-24,223.2620,233.7602,208.8444,233.6802,91398200,258.0673,272.3696,-14.3023,-9.2893
2022-01-25,225.4216,229.3909,219.9625,223.2020,66461600,252.7034,268.7275,-16.0241,-10.6363
2022-01-26,232.3604,240.5290,222.9620,227.6812,75595900,248.8538,265.6871,-16.8332,-11.8757
2022-01-27,235.6398,239.9091,216.7131,219.4026,57335300,244.3229,262.2586,-17.9357,-13.0877
2022-01-28,220.0825,228.5411,212.9237,228.3611,54377400,241.8672,259.7477,-17.8804,-14.0462
2022-01-31,231.7805,245.0482,230.4807,244.8183,56468000,242.3212,258.6418,-16.3205,-14.5011
2022-02-01,250.9972,251.4072,238.8593,246.3380,51892500,242.9392,257.7304,-14.7912,-14.5591
2022-02-02,257.8961,258.1260,245.4882,252.3770,54341900,244.3912,257.3338,-12.9427,-14.2358
2022-02-03,244.5383,250.7273,237.7595,239.4392,41017800,243.6293,256.0083,-12.3790,-13.8645
2022-02-04,239.6792,246.3080,236.2798,243.1486,35482900,243.5554,255.0557,-11.5004,-13.3916
2022-02-07,243.6785,251.7771,241.9788,247.2379,37686800,244.1219,254.4766,-10.3547,-12.7843
2022-02-08,243.5485,252.2570,239.7592,251.0372,41035900,245.1858,254.2219,-9.0361,-12.0346
